Manufacturer,Model,Engine size,Fuel type,Year of manufacture, Mileage , Price 
Toyota,Prius,1.4,Hybrid,1994," 226,658 "," 1,655 "
Ford,Fiesta,1,Petrol,1999," 119,753 "," 2,668 "
VW,Passat,2,Diesel,2010," 61,878 "," 18,905 "
Ford,Fiesta,1,Petrol,1999," 198,029 "," 1,395 "
Ford,Focus,1.8,Petrol,2019," 9,025 "," 40,550 "
Ford,Mondeo,1.6,Diesel,2012," 110,812 "," 12,967 "
Toyota,Prius,1,Hybrid,1992," 199,778 "," 1,556 "
Ford,Fiesta,1.4,Diesel,2003," 132,851 "," 3,908 "
Porsche,Cayenne,3.5,Petrol,2016," 51,963 "," 57,144 "
VW,Polo,1.4,Petrol,2009," 89,437 "," 7,899 "
Toyota,Yaris,1,Petrol,1999," 200,371 "," 1,583 "
Toyota,Prius,1,Hybrid,2003," 127,309 "," 5,936 "
VW,Passat,1.4,Petrol,2017," 36,075 "," 28,189 "
VW,Passat,1.6,Diesel,2014," 43,304 "," 24,810 "
Ford,Focus,1.6,Petrol,1987," 120,385 "," 2,188 "
Toyota,RAV4,2,Petrol,2013," 45,365 "," 28,446 "
Ford,Mondeo,1.6,Diesel,1993," 204,224 "," 1,690 "
VW,Golf,1.4,Petrol,1993," 225,902 "," 1,051 "
VW,Golf,1.2,Petrol,1986," 268,513 ", 412 
VW,Passat,1.4,Diesel,2010," 96,263 "," 12,486 "
Toyota,Yaris,1.4,Petrol,2019," 25,170 "," 26,162 "
Toyota,RAV4,2.4,Petrol,2012," 66,320 "," 25,514 "
Toyota,RAV4,1.8,Hybrid,1990," 142,706 "," 3,482 "
Ford,Fiesta,1,Petrol,2007," 129,254 "," 4,225 "
VW,Golf,1.8,Diesel,2003," 134,709 "," 5,319 "
VW,Passat,1.8,Diesel,1995," 152,340 "," 3,373 "
VW,Polo,1.6,Petrol,2002," 160,954 "," 3,040 "
VW,Passat,1.4,Diesel,2012," 93,920 "," 14,511 "
Ford,Mondeo,1.4,Diesel,2015," 61,279 "," 20,975 "
BMW,Z4,2.4,Petrol,2008," 55,407 "," 18,970 "
Ford,Mondeo,1.4,Diesel,2020," 23,009 "," 36,880 "
VW,Passat,1.4,Diesel,1995," 251,809 "," 1,240 "
Ford,Mondeo,1.6,Diesel,2008," 89,669 "," 11,593 "
VW,Golf,1.6,Hybrid,1994," 174,658 "," 2,263 "
Ford,Fiesta,1,Petrol,2010," 40,885 "," 9,564 "
Ford,Mondeo,1.6,Diesel,1996," 215,284 "," 1,871 "
Toyota,Prius,1.4,Hybrid,2011," 66,187 "," 18,628 "
Toyota,Prius,1,Hybrid,1988," 300,499 ", 471 
Toyota,RAV4,1.8,Hybrid,1991," 141,932 "," 3,745 "
Toyota,Yaris,1.4,Petrol,1997," 157,181 "," 2,372 "
Toyota,RAV4,2,Hybrid,2010," 16,782 "," 32,958 "
Ford,Fiesta,1.2,Petrol,1995," 218,787 ", 973 
Ford,Focus,1.6,Petrol,2021," 17,169 "," 41,829 "
Toyota,Yaris,1,Hybrid,2013," 58,051 "," 14,590 "
Toyota,RAV4,2.4,Hybrid,2013," 76,608 "," 30,544 "
BMW,X3,2.4,Diesel,2003," 167,406 "," 6,483 "
VW,Passat,1.6,Diesel,2003," 91,136 "," 8,685 "
Toyota,RAV4,1.8,Hybrid,2022, 664 ," 75,692 "
Toyota,RAV4,1.8,Hybrid,2013," 29,051 "," 35,667 "
VW,Passat,1.4,Diesel,2016," 33,718 "," 28,075 "
Ford,Focus,1.4,Diesel,2011," 56,946 "," 16,672 "
Ford,Mondeo,1.8,Diesel,2003," 92,055 "," 8,662 "
Toyota,Yaris,1.2,Hybrid,1996," 93,252 "," 4,050 "
BMW,M5,4,Petrol,1986," 257,518 "," 1,975 "
VW,Passat,1.6,Petrol,2004," 114,670 "," 7,434 "
VW,Golf,1.6,Diesel,2008," 76,264 "," 10,789 "
Ford,Fiesta,1,Petrol,2000," 130,318 "," 2,627 "
BMW,Z4,2,Petrol,2010," 65,588 "," 18,526 "
Toyota,RAV4,2.4,Hybrid,2022," 9,955 "," 83,331 "
VW,Passat,2,Diesel,2014," 44,434 "," 27,549 "
BMW,M5,4,Petrol,2002," 143,065 "," 15,655 "
VW,Golf,1.2,Diesel,2002," 109,439 "," 4,938 "
VW,Golf,2,Diesel,1990," 295,030 ", 567 
BMW,M5,4.4,Petrol,2011," 78,430 "," 48,582 "
Ford,Mondeo,2,Diesel,1989," 229,296 "," 1,156 "
VW,Passat,1.6,Diesel,2001," 101,248 "," 7,064 "
Toyota,Prius,1.4,Hybrid,2015," 42,843 "," 28,194 "
VW,Passat,1.4,Diesel,2015," 30,467 "," 26,764 "
VW,Golf,1.4,Petrol,2005," 123,064 "," 5,593 "
VW,Polo,1,Petrol,2001," 141,373 "," 2,640 "
Toyota,Yaris,1.4,Petrol,2017," 23,355 "," 23,130 "
Porsche,Cayenne,3,Diesel,2011," 96,313 "," 29,484 "
Toyota,RAV4,1.8,Hybrid,2002," 68,089 "," 13,455 "
Toyota,Prius,1.8,Hybrid,2008," 125,753 "," 11,250 "
BMW,M5,4,Petrol,2014," 40,581 "," 72,197 "
VW,Polo,1,Petrol,2021," 10,856 "," 24,210 "
BMW,X3,3,Petrol,1984," 218,160 "," 1,249 "
BMW,X3,3,Diesel,1992," 113,591 "," 5,360 "
VW,Passat,2,Diesel,2018," 37,120 "," 37,583 "
VW,Polo,1.6,Petrol,2016," 43,474 "," 18,236 "
Ford,Focus,2,Diesel,2011," 77,668 "," 17,372 "
Ford,Fiesta,1.2,Petrol,1991," 192,212 ", 943 
Porsche,718 Cayman,2,Petrol,2002," 109,688 "," 9,629 "
Toyota,RAV4,1.8,Hybrid,2013," 25,319 "," 36,430 "
Ford,Mondeo,1.8,Diesel,1986," 155,813 "," 1,702 "
Toyota,RAV4,2,Hybrid,2020," 23,521 "," 61,858 "
VW,Polo,1.4,Petrol,2016," 31,452 "," 18,317 "
BMW,Z4,2.4,Petrol,2014," 83,091 "," 23,533 "
Ford,Fiesta,1.4,Petrol,1992," 103,124 "," 2,244 "
Toyota,Yaris,1,Hybrid,2011," 53,175 "," 13,171 "
Toyota,Prius,1.8,Hybrid,2009," 120,988 "," 12,478 "
VW,Polo,1.6,Petrol,2014," 39,185 "," 16,377 "
Toyota,Yaris,1,Petrol,2017," 41,410 "," 17,604 "
Toyota,Prius,1.4,Hybrid,1999," 146,145 "," 4,630 "
BMW,M5,4,Petrol,1997," 199,608 "," 6,952 "
Toyota,RAV4,2.2,Hybrid,2018," 38,800 "," 51,985 "
BMW,X3,3,Diesel,2017," 16,877 "," 53,465 "
Ford,Focus,1,Diesel,1999," 117,325 "," 4,139 "
Ford,Fiesta,1.4,Petrol,1991," 211,894 ", 856 
Ford,Mondeo,1.6,Diesel,2008," 164,468 "," 6,475 "
Toyota,RAV4,2.2,Hybrid,2019," 24,877 "," 60,233 "
VW,Passat,1.4,Diesel,2001," 99,767 "," 6,680 "
Ford,Fiesta,1.2,Petrol,2005," 105,509 "," 4,856 "
VW,Golf,1.2,Diesel,2008," 95,138 "," 8,184 "
VW,Polo,1.6,Petrol,2013," 30,152 "," 16,153 "
Porsche,Cayenne,2.6,Petrol,1997," 166,060 "," 5,942 "
Ford,Focus,1.8,Petrol,2018," 45,909 "," 30,764 "
VW,Passat,2,Diesel,2006," 74,933 "," 13,276 "
Ford,Mondeo,1.4,Diesel,2000," 126,905 "," 4,818 "
VW,Passat,1.4,Petrol,2014," 70,462 "," 18,585 "
Toyota,Yaris,1.2,Hybrid,2021," 11,293 "," 35,823 "
Toyota,Prius,1.4,Hybrid,1991," 163,931 "," 2,345 "
Toyota,Prius,1,Hybrid,1989," 198,118 "," 1,293 "
VW,Polo,1.6,Petrol,2000," 145,015 "," 3,033 "
Ford,Mondeo,2,Hybrid,2013," 106,848 "," 18,245 "
VW,Passat,1.6,Petrol,1990," 178,297 "," 1,745 "
Ford,Fiesta,1,Petrol,1996," 97,418 "," 2,582 "
VW,Passat,1.8,Diesel,2013," 82,048 "," 19,127 "
VW,Polo,1,Petrol,1989," 94,383 "," 1,698 "
Toyota,Prius,1.8,Hybrid,1995," 195,347 "," 2,652 "
Toyota,Prius,1,Hybrid,1985," 188,404 "," 1,078 "
BMW,Z4,2.4,Petrol,2005," 9,000 "," 20,324 "
Ford,Focus,1,Petrol,2002," 110,562 "," 5,068 "
BMW,Z4,2.4,Petrol,2018," 22,691 "," 44,907 "
Ford,Focus,1.8,Petrol,2010," 110,224 "," 11,621 "
Toyota,RAV4,1.8,Petrol,2014," 94,157 "," 20,834 "
Ford,Focus,1.4,Diesel,2020," 17,601 "," 38,344 "
Porsche,911,2.6,Petrol,2002," 113,358 "," 18,839 "
Toyota,Yaris,1.2,Hybrid,2004," 82,297 "," 7,459 "
Porsche,911,2.6,Petrol,2014," 40,623 "," 68,842 "
Ford,Mondeo,1.6,Diesel,1997," 200,308 "," 2,284 "
BMW,X3,3,Diesel,1998," 214,245 "," 3,455 "
VW,Golf,1.2,Petrol,2000," 62,564 "," 5,719 "
BMW,M5,4.4,Petrol,2016," 53,400 "," 79,959 "
Ford,Fiesta,1.2,Petrol,2002," 147,470 "," 2,867 "
VW,Passat,1.4,Petrol,1995," 210,979 "," 1,712 "
BMW,M5,4,Petrol,1999," 126,308 "," 14,640 "
Toyota,RAV4,1.8,Hybrid,2000," 21,373 "," 15,654 "
Toyota,Prius,1.8,Hybrid,2004," 134,543 "," 8,042 "
VW,Polo,1.4,Petrol,2011," 59,062 "," 11,087 "
Ford,Focus,1.8,Petrol,1998," 76,523 "," 6,649 "
Porsche,718 Cayman,2.4,Petrol,1995," 91,510 "," 7,556 "
Toyota,Yaris,1.2,Hybrid,2005," 89,539 "," 7,578 "
Porsche,718 Cayman,4,Petrol,2001," 166,487 "," 8,097 "
BMW,Z4,2,Petrol,1994," 198,370 "," 2,256 "
BMW,M5,5,Petrol,2001," 184,714 "," 11,556 "
Toyota,Yaris,1.4,Hybrid,2005," 62,820 "," 9,820 "
Ford,Fiesta,1.4,Petrol,2011," 121,052 "," 6,958 "
BMW,Z4,3,Petrol,1990," 189,943 "," 2,278 "
Toyota,Prius,1.8,Hybrid,2011," 66,018 "," 21,146 "
Ford,Fiesta,1,Petrol,1997," 194,476 "," 1,260 "
Ford,Focus,1.8,Diesel,2009," 59,510 "," 16,275 "
Ford,Mondeo,1.4,Hybrid,2010," 23,812 "," 21,543 "
BMW,X3,2.4,Diesel,2007," 69,012 "," 17,908 "
Toyota,Prius,1.4,Hybrid,2018," 34,806 "," 36,125 "
Ford,Focus,1,Petrol,2019," 36,459 "," 25,945 "
Toyota,Prius,1.4,Hybrid,1997," 149,783 "," 3,933 "
VW,Passat,2,Diesel,1986," 307,018 ", 483 
Toyota,RAV4,2.4,Petrol,2010," 41,320 "," 26,146 "
Toyota,Yaris,1,Hybrid,2002," 64,864 "," 6,704 "
VW,Passat,1.8,Diesel,1994," 301,473 ", 824 
Ford,Focus,2,Diesel,2006," 83,596 "," 11,948 "
Ford,Fiesta,1,Petrol,2014," 69,945 "," 10,383 "
VW,Golf,1.6,Petrol,1993," 97,810 "," 3,247 "
Toyota,Yaris,1.4,Petrol,1997," 129,102 "," 2,976 "
VW,Golf,1.6,Petrol,1989," 156,497 "," 1,574 "
Ford,Focus,1.6,Petrol,1984," 215,601 ", 805 
Ford,Focus,1.4,Hybrid,1990," 121,468 "," 2,976 "
Ford,Fiesta,1,Petrol,1990," 204,688 ", 722 
VW,Polo,1.4,Petrol,1993," 164,434 "," 1,516 "
Ford,Fiesta,1.4,Petrol,2005," 105,854 "," 5,232 "
Ford,Focus,1.4,Petrol,1999," 247,602 "," 1,531 "
VW,Golf,1.4,Diesel,2011," 91,125 "," 11,112 "
Toyota,RAV4,1.8,Petrol,2003," 155,996 "," 6,193 "
Porsche,911,2.6,Petrol,2003," 96,727 "," 22,778 "
Ford,Focus,1,Petrol,2012," 43,400 "," 15,607 "
Toyota,RAV4,2.2,Hybrid,2014," 52,543 "," 36,604 "
VW,Polo,1.6,Petrol,1988," 217,812 ", 729 
Ford,Mondeo,1.6,Diesel,2022," 6,301 "," 49,275 "
Porsche,718 Cayman,2.4,Petrol,2020," 22,120 "," 62,250 "
Toyota,RAV4,2.4,Hybrid,2001," 48,786 "," 16,452 "
Toyota,RAV4,1.8,Hybrid,2013," 70,964 "," 27,481 "
Ford,Focus,2,Petrol,2001," 159,245 "," 4,558 "
Toyota,Prius,1,Hybrid,2002," 122,602 "," 5,760 "
Toyota,Yaris,1,Petrol,1996," 140,915 "," 2,142 "
BMW,M5,4.4,Petrol,2007," 60,825 "," 41,849 "
Toyota,Yaris,1.4,Hybrid,2013," 44,924 "," 18,741 "
BMW,Z4,3,Petrol,1998," 97,441 "," 8,176 "
Ford,Fiesta,1.2,Hybrid,2001," 72,805 "," 5,628 "
VW,Polo,1.6,Petrol,1994," 151,864 "," 1,923 "
Ford,Fiesta,1.4,Petrol,2015," 59,630 "," 14,053 "
Toyota,Yaris,1.2,Hybrid,2003," 106,206 "," 5,875 "
VW,Golf,1.2,Diesel,1990," 251,324 ", 663 
Ford,Mondeo,2,Diesel,1985," 369,968 ", 233 
Toyota,Prius,1.4,Hybrid,2012," 90,000 "," 16,913 "
BMW,M5,5,Petrol,2011," 108,705 "," 41,672 "
Ford,Mondeo,1.4,Diesel,2010," 120,547 "," 9,858 "
Ford,Focus,2,Petrol,2019," 29,512 "," 38,205 "
Ford,Mondeo,1.8,Diesel,1999," 149,363 "," 4,271 "
BMW,X3,3,Petrol,1996," 75,031 "," 8,795 "
VW,Golf,1.4,Petrol,1991," 219,455 ", 975 
Ford,Fiesta,1.2,Petrol,2018," 15,324 "," 20,659 "
Ford,Fiesta,1,Petrol,1998," 164,076 "," 1,747 "
VW,Golf,1.6,Diesel,2020," 3,325 "," 37,118 "
VW,Golf,1.2,Petrol,1990," 208,606 ", 930 
VW,Polo,2,Petrol,2004," 62,255 "," 8,140 "
Toyota,Prius,1,Hybrid,2001," 134,357 "," 4,914 "
VW,Polo,1.2,Petrol,2009," 99,230 "," 6,815 "
Ford,Focus,2,Petrol,2007," 135,387 "," 8,255 "
VW,Polo,1.2,Petrol,2017," 24,687 "," 18,840 "
BMW,Z4,2,Petrol,1993," 154,143 "," 3,078 "
VW,Passat,1.8,Petrol,2013," 69,034 "," 19,903 "
VW,Polo,1.4,Petrol,2005," 127,319 "," 4,559 "
Toyota,Prius,1.8,Hybrid,1989," 206,096 "," 1,617 "
Ford,Fiesta,1.4,Petrol,1992," 163,766 "," 1,389 "
BMW,X3,2.4,Diesel,1998," 159,216 "," 4,975 "
Ford,Focus,1.6,Diesel,2014," 87,622 "," 17,709 "
VW,Passat,1.6,Diesel,2019," 23,581 "," 38,843 "
Toyota,Prius,1.4,Hybrid,2015," 33,028 "," 29,885 "
Toyota,RAV4,1.8,Hybrid,1993," 189,561 "," 2,869 "
Toyota,Prius,1.4,Hybrid,2016," 32,977 "," 31,955 "
VW,Polo,1.6,Petrol,2015," 58,328 "," 15,548 "
VW,Golf,2,Diesel,2011," 84,989 "," 13,871 "
Toyota,Yaris,1,Hybrid,2006," 141,806 "," 4,971 "
VW,Golf,1.6,Diesel,2008," 99,372 "," 9,164 "
VW,Passat,2,Diesel,2010," 65,135 "," 18,507 "
Ford,Mondeo,1.6,Diesel,2010," 75,959 "," 14,573 "
Ford,Mondeo,1.4,Diesel,1997," 162,304 "," 2,962 "
Toyota,Yaris,1.2,Petrol,2011," 48,318 "," 12,393 "
Toyota,Prius,1.4,Hybrid,2014," 55,693 "," 24,353 "
VW,Passat,1.6,Diesel,2021," 7,996 "," 48,276 "
Toyota,Yaris,1,Hybrid,2016," 61,552 "," 17,422 "
VW,Passat,1.6,Diesel,1996," 139,220 "," 3,781 "
Toyota,Yaris,1,Hybrid,2011," 89,873 "," 10,295 "
Toyota,Yaris,1.2,Hybrid,1991," 208,150 "," 1,139 "
Ford,Focus,1,Diesel,1986," 172,635 "," 1,112 "
BMW,Z4,2.2,Petrol,2011," 108,225 "," 15,385 "
VW,Golf,1.6,Hybrid,2017," 43,147 "," 27,815 "
Ford,Focus,1.8,Petrol,1986," 121,331 "," 2,156 "
Ford,Fiesta,1.2,Petrol,2008," 86,804 "," 6,791 "
Toyota,Prius,1.4,Hybrid,2008," 112,882 "," 10,952 "
Toyota,Prius,1.4,Hybrid,2016," 38,189 "," 30,991 "
Toyota,Prius,1.4,Hybrid,2022," 9,161 "," 54,375 "
Ford,Fiesta,1,Petrol,1994," 108,992 "," 2,074 "
VW,Passat,2,Petrol,1995," 173,143 "," 2,845 "
Porsche,Cayenne,3,Petrol,2014," 51,330 "," 46,485 "
Ford,Focus,1.8,Petrol,2007," 152,524 "," 6,819 "
BMW,Z4,2.2,Petrol,1996," 148,158 "," 4,141 "
Ford,Focus,1,Petrol,2000," 130,559 "," 3,803 "
Ford,Focus,2,Petrol,2013," 81,135 "," 18,459 "
VW,Passat,1.6,Diesel,2016," 41,804 "," 28,607 "
Toyota,Yaris,1,Hybrid,2007," 128,283 "," 5,916 "
Toyota,Prius,1,Hybrid,1995," 137,493 "," 3,213 "
Ford,Focus,2,Diesel,2010," 79,831 "," 16,012 "
VW,Polo,1.2,Petrol,1998," 105,706 "," 3,121 "
Ford,Focus,1,Petrol,2013," 68,449 "," 14,226 "
VW,Golf,1.4,Diesel,2014," 32,241 "," 19,885 "
Toyota,Prius,1.4,Hybrid,2001," 141,707 "," 5,483 "
Ford,Focus,1.6,Petrol,2017," 51,764 "," 26,167 "
VW,Passat,1.6,Diesel,1994," 256,069 "," 1,192 "
Toyota,Prius,1.8,Hybrid,2001," 33,991 "," 13,251 "
BMW,Z4,2.4,Petrol,1993," 159,170 "," 3,234 "
Ford,Fiesta,1,Petrol,1995," 205,475 "," 1,001 "
Toyota,Prius,1,Hybrid,2016," 21,893 "," 28,762 "
VW,Passat,1.4,Diesel,2019," 32,516 "," 34,531 "
VW,Golf,1.4,Petrol,1995," 226,689 "," 1,192 "
Ford,Mondeo,1.4,Diesel,2003," 178,198 "," 3,863 "
Toyota,Prius,1,Hybrid,2002," 188,361 "," 3,350 "
Toyota,Prius,1,Hybrid,2017," 45,438 "," 26,800 "
VW,Polo,1.4,Petrol,1995," 104,123 "," 2,792 "
Ford,Mondeo,1.4,Diesel,1992," 182,519 "," 1,788 "
Porsche,718 Cayman,2.4,Petrol,1995," 147,667 "," 4,913 "
Toyota,Prius,1,Hybrid,2010," 80,598 "," 13,362 "
Toyota,RAV4,1.8,Hybrid,1996," 141,021 "," 5,265 "
Ford,Focus,2,Petrol,2005," 137,947 "," 7,079 "
Ford,Focus,1,Petrol,2015," 43,124 "," 19,095 "
VW,Passat,1.8,Diesel,2002," 15,737 "," 13,848 "
Ford,Fiesta,1.2,Petrol,2011," 42,470 "," 11,093 "
VW,Passat,1.8,Diesel,1992," 161,175 "," 2,566 "
VW,Polo,1,Petrol,1988," 203,545 ", 655 
Toyota,RAV4,2.2,Hybrid,2013," 75,720 "," 29,421 "
VW,Passat,1.8,Diesel,2008," 76,141 "," 14,274 "
Ford,Focus,1.6,Diesel,1988," 218,716 "," 1,074 "
BMW,X3,2,Petrol,2015," 42,025 "," 31,502 "
Toyota,RAV4,2,Hybrid,1993," 119,648 "," 5,375 "
VW,Golf,2,Petrol,1995," 103,400 "," 3,982 "
VW,Passat,2,Diesel,1997," 209,193 "," 2,494 "
Ford,Mondeo,1.8,Petrol,2017," 56,334 "," 26,718 "
Toyota,Prius,1.4,Hybrid,2003," 165,335 "," 5,159 "
VW,Passat,1.8,Diesel,2005," 87,674 "," 10,787 "
BMW,Z4,2.4,Petrol,2012," 68,717 "," 22,714 "
Ford,Mondeo,1.6,Diesel,2014," 38,029 "," 24,239 "
Ford,Fiesta,1.4,Petrol,2009," 81,833 "," 8,118 "
VW,Golf,1.8,Petrol,2005," 115,334 "," 6,729 "
Porsche,911,3,Petrol,2003," 95,964 "," 24,603 "
Toyota,Yaris,1,Hybrid,2009," 88,623 "," 9,090 "
VW,Polo,1.2,Petrol,1993," 157,825 "," 1,483 "
VW,Polo,1.6,Petrol,1999," 139,855 "," 2,958 "
Ford,Mondeo,1.6,Diesel,1997," 202,316 "," 2,244 "
VW,Golf,1.2,Hybrid,2002," 156,675 "," 3,886 "
Toyota,Yaris,1.4,Petrol,2001," 168,878 "," 2,809 "
BMW,X3,3,Diesel,1984," 168,092 "," 2,030 "
Toyota,Prius,1.4,Hybrid,2006," 113,431 "," 9,545 "
Ford,Mondeo,1.6,Petrol,1993," 202,825 "," 1,630 "
VW,Polo,1.6,Petrol,2009," 35,068 "," 12,024 "
VW,Golf,1.2,Diesel,2008," 75,034 "," 9,422 "
Ford,Focus,2,Diesel,2003," 96,636 "," 8,916 "
Toyota,Yaris,1,Petrol,2002," 43,695 "," 6,387 "
VW,Golf,1.8,Diesel,2009," 94,875 "," 10,735 "
Toyota,Yaris,1.4,Hybrid,2017," 13,497 "," 29,291 "
Porsche,718 Cayman,2.4,Petrol,2008," 96,336 "," 17,364 "
BMW,X3,2.4,Diesel,1997," 158,981 "," 4,663 "
Toyota,Yaris,1.4,Hybrid,2003," 66,976 "," 8,362 "
Toyota,Prius,1,Hybrid,2013," 20,498 "," 23,731 "
VW,Passat,2,Diesel,2003," 90,389 "," 9,762 "
Toyota,Yaris,1.2,Hybrid,1995," 79,062 "," 4,186 "
Toyota,RAV4,1.8,Hybrid,1997," 107,945 "," 7,275 "
Ford,Fiesta,1.4,Petrol,2008," 78,540 "," 7,769 "
VW,Golf,2,Petrol,2018," 37,343 "," 28,682 "
Toyota,Yaris,1,Hybrid,1998," 121,105 "," 3,433 "
BMW,M5,5,Petrol,1989," 229,561 "," 3,487 "
VW,Passat,1.8,Petrol,2020," 25,955 "," 41,387 "
Ford,Mondeo,2,Diesel,2004," 116,431 "," 8,151 "
Ford,Fiesta,1.4,Petrol,1995," 149,226 "," 1,914 "
VW,Polo,1,Petrol,2016," 34,398 "," 15,218 "
BMW,X3,2,Diesel,2018," 37,905 "," 41,410 "
Ford,Mondeo,1.4,Diesel,2017," 30,477 "," 28,944 "
VW,Passat,1.4,Diesel,2018," 11,484 "," 36,302 "
Porsche,718 Cayman,4,Petrol,1987," 381,857 ", 430 
Ford,Fiesta,1.2,Petrol,2002," 123,046 "," 3,481 "
Porsche,911,3,Petrol,2001," 62,619 "," 27,084 "
BMW,Z4,2,Petrol,2012," 77,863 "," 19,493 "
VW,Golf,1.8,Diesel,1993," 195,647 "," 1,639 "
Toyota,Prius,1,Hybrid,2000," 87,750 "," 6,526 "
Ford,Mondeo,1.6,Diesel,2005," 95,521 "," 9,102 "
Ford,Focus,1.6,Hybrid,2014," 63,143 "," 23,903 "
Ford,Mondeo,1.8,Diesel,2017," 13,339 "," 36,091 "
Toyota,Prius,1.4,Hybrid,2020," 20,939 "," 44,668 "
VW,Golf,1.6,Petrol,2012," 39,724 "," 16,954 "
Ford,Focus,1.4,Petrol,2006," 114,101 "," 7,623 "
Toyota,RAV4,1.8,Petrol,1992," 215,282 "," 1,782 "
Ford,Mondeo,2,Hybrid,2008," 72,454 "," 16,687 "
Toyota,Yaris,1.4,Petrol,2016," 58,967 "," 17,468 "
Toyota,RAV4,1.8,Hybrid,2006," 125,988 "," 11,552 "
Toyota,RAV4,1.8,Hybrid,2009," 92,585 "," 18,117 "
BMW,Z4,2.4,Petrol,2010," 53,223 "," 21,978 "
VW,Passat,1.6,Diesel,2003," 145,254 "," 5,743 "
VW,Golf,1.4,Petrol,1998," 113,318 "," 3,779 "
Ford,Fiesta,1.4,Petrol,1992," 160,348 "," 1,430 "
VW,Golf,1.2,Petrol,2007," 116,795 "," 6,208 "
VW,Golf,1.2,Petrol,1991," 235,672 ", 779 
VW,Golf,1.6,Diesel,2019," 25,465 "," 30,839 "
VW,Golf,2,Hybrid,1990," 137,861 "," 2,626 "
VW,Polo,2,Petrol,2014," 72,271 "," 14,837 "
Ford,Mondeo,1.6,Diesel,1998," 118,968 "," 4,793 "
Toyota,Yaris,1.2,Petrol,2007," 119,331 "," 5,789 "
Ford,Fiesta,1.2,Petrol,1998," 85,662 "," 3,514 "
VW,Polo,2,Petrol,2003," 123,146 "," 4,926 "
VW,Passat,1.8,Petrol,1996," 124,750 "," 4,281 "
Ford,Fiesta,1.4,Petrol,1999," 132,948 "," 2,849 "
Ford,Fiesta,1.4,Petrol,2017," 53,667 "," 16,680 "
Ford,Mondeo,1.6,Diesel,2019," 30,435 "," 35,364 "
VW,Passat,1.8,Diesel,2017," 41,246 "," 32,544 "
Ford,Fiesta,1,Petrol,1997," 113,162 "," 2,456 "
Toyota,Prius,1,Hybrid,1988," 142,224 "," 1,940 "
VW,Golf,1.2,Petrol,1996," 162,059 "," 2,075 "
VW,Golf,1.8,Petrol,2015," 42,032 "," 21,662 "
Toyota,Prius,1.8,Hybrid,1999," 164,258 "," 4,521 "
Toyota,RAV4,2.4,Hybrid,1999," 193,890 "," 4,760 "
Porsche,Cayenne,4,Petrol,1995," 169,198 "," 6,281 "
Ford,Fiesta,1.2,Hybrid,1987," 159,498 "," 1,146 "
Ford,Fiesta,1,Petrol,2014," 66,170 "," 10,647 "
BMW,Z4,2.2,Petrol,1994," 220,874 "," 1,937 "
VW,Passat,1.4,Diesel,1987," 257,194 ", 692 
Ford,Mondeo,1.6,Diesel,2005," 82,396 "," 9,989 "
Ford,Fiesta,1.4,Petrol,2006," 108,940 "," 5,466 "
BMW,X3,3,Diesel,2016," 36,932 "," 44,643 "
VW,Passat,2,Diesel,2018," 25,992 "," 40,081 "
Ford,Focus,2,Petrol,2014," 47,111 "," 24,655 "
BMW,M5,4,Petrol,1997," 193,240 "," 7,351 "
VW,Polo,2,Petrol,2012," 60,578 "," 14,027 "
Toyota,RAV4,2.4,Hybrid,2002," 144,898 "," 8,791 "
Toyota,Prius,1,Hybrid,2007," 77,427 "," 11,181 "
BMW,M5,4,Petrol,2011," 60,697 "," 52,138 "
VW,Passat,1.4,Diesel,2016," 49,254 "," 25,567 "
Ford,Mondeo,1.6,Diesel,2020," 14,804 "," 41,236 "
Toyota,RAV4,1.8,Petrol,2000," 200,277 "," 3,472 "
Ford,Mondeo,1.6,Hybrid,1991," 171,015 "," 2,254 "
Ford,Fiesta,1.2,Petrol,2019," 34,924 "," 19,778 "
VW,Passat,2,Petrol,2007," 94,750 "," 11,765 "
Ford,Focus,2,Petrol,2004," 187,720 "," 4,370 "
Toyota,RAV4,1.8,Hybrid,2014," 55,451 "," 32,507 "
Ford,Focus,1,Diesel,2015," 33,703 "," 21,205 "
Porsche,Cayenne,2.6,Petrol,2015," 45,805 "," 47,868 "
BMW,Z4,3,Petrol,1990," 304,528 ", 795 
BMW,Z4,2,Petrol,2007," 73,819 "," 14,357 "
VW,Golf,1.8,Petrol,1989," 327,353 ", 352 
VW,Passat,1.6,Diesel,2009," 98,170 "," 12,316 "
Toyota,Prius,1,Hybrid,1992," 94,248 "," 3,655 "
Toyota,Prius,1.4,Hybrid,2010," 14,176 "," 23,792 "
VW,Polo,2,Petrol,2009," 86,701 "," 9,625 "
Toyota,Prius,1,Hybrid,1995," 124,961 "," 3,546 "
BMW,Z4,2.4,Petrol,2008," 79,292 "," 16,195 "
VW,Polo,1.2,Petrol,2001," 124,644 "," 3,301 "
Toyota,Yaris,1.2,Hybrid,2001," 121,853 "," 4,567 "
Toyota,Prius,1.4,Hybrid,1995," 146,979 "," 3,522 "
Toyota,RAV4,1.8,Hybrid,2014," 62,751 "," 31,015 "
Toyota,Prius,1.8,Hybrid,2014," 49,371 "," 28,733 "
Ford,Focus,1.4,Diesel,2014," 42,907 "," 22,222 "
Toyota,RAV4,2.2,Hybrid,2020," 15,576 "," 67,768 "
